GARD:0000001 ! GRACILE syndrome	ORPHANET:53693	OMIM:603358 ! GRACILE syndrome
GARD:0004075 ! Olmsted syndrome	UMLS:C2609071	OMIM:614594 ! Palmoplantar Keratoderma, Mutilating, With Periorificial Keratotic Plaques
GARD:0004076 ! Omodysplasia 1	ORPHANET:93329	OMIM:258315 ! Autosomal recessive omodysplasia
GARD:0004076 ! Omodysplasia 1	UMLS:C1850318	OMIM:258315 ! Autosomal recessive omodysplasia
GARD:0004079 ! Omphalocele cleft palate syndrome lethal	ORPHANET:2736	OMIM:258320 ! Lethal omphalocele-cleft palate syndrome
GARD:0004080 ! Omphalocele exstrophy imperforate anus	ORPHANET:93929	OMIM:258040 ! Oeis Complex
GARD:0004080 ! Omphalocele exstrophy imperforate anus	UMLS:C1850321	OMIM:258040 ! Oeis Complex
GARD:0004081 ! Omphalomesenteric cyst	ORPHANET:490	Orphanet:490 ! Omphalomesenteric cyst
GARD:0004081 ! Omphalomesenteric cyst	UMLS:C0266180	Orphanet:490 ! Omphalomesenteric cyst
GARD:0004083 ! Anonychia-onychodystrophy with hypoplasia or absence of distal phalanges	ORPHANET:1487	OMIM:106995 ! Cooks syndrome
GARD:0004083 ! Anonychia-onychodystrophy with hypoplasia or absence of distal phalanges	UMLS:C1862841	OMIM:106995 ! Cooks syndrome
GARD:0004085 ! Poikiloderma with neutropenia	ORPHANET:221046	OMIM:604173 ! Poikiloderma with neutropenia
GARD:0004085 ! Poikiloderma with neutropenia	UMLS:C1858723	OMIM:604173 ! Poikiloderma with neutropenia
GARD:0004098 ! Opsismodysplasia	ORPHANET:2746	OMIM:258480 ! Opsismodysplasia
GARD:0004102 ! Optic atrophy polyneuropathy deafness	OMIM:258650 ! Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Recessive	MESH:C537129 ! Optic atrophy polyneuropathy deafness,OMIM:311070 ! Charcot-Marie-Tooth Disease, X-Linked Recessive, 5
GARD:0004102 ! Optic atrophy polyneuropathy deafness	UMLS:C1850270	MESH:C537129 ! Optic atrophy polyneuropathy deafness,OMIM:311070 ! Charcot-Marie-Tooth Disease, X-Linked Recessive, 5
GARD:0004106 ! Renal coloboma syndrome	ORPHANET:1475	OMIM:120330 ! Renal coloboma syndrome
GARD:0004107 ! Optic pathway glioma	ORPHANET:2086	Orphanet:2086 ! Optic pathway glioma
GARD:0004108 ! Opticoacoustic nerve atrophy dementia	UMLS:C1839564	OMIM:311150 ! Jensen syndrome
GARD:0004118 ! Orofaciodigital syndrome 11	ORPHANET:141000	OMIM:612913 ! Orofaciodigital syndrome type 11
GARD:0004119 ! Mental retardation X-linked syndromic 11	UMLS:C1846145	OMIM:300238 ! Mental Retardation, X-Linked, Syndromic 11
GARD:0004120 ! Orofaciodigital syndrome 5	ORPHANET:2919	OMIM:174300 ! orofaciodigital syndrome V
GARD:0004121 ! Orofaciodigital syndrome 1	ORPHANET:2750	OMIM:311200 ! orofaciodigital syndrome I
GARD:0004129 ! Oslam syndrome	ORPHANET:2760	OMIM:165660 ! OSLAM syndrome
GARD:0004130 ! OSMED Syndrome	ORPHANET:1427	OMIM:215150 ! otospondylomegaepiphyseal dysplasia
GARD:0004130 ! OSMED Syndrome	UMLS:C0432210	OMIM:215150 ! otospondylomegaepiphyseal dysplasia
GARD:0004131 ! Osteoarthropathy of fingers familial	ORPHANET:3314	OMIM:165700 ! Thiemann Disease,Orphanet:3314 ! Thiemann disease, familial form
GARD:0004131 ! Osteoarthropathy of fingers familial	UMLS:C0264081	OMIM:165700 ! Thiemann Disease,Orphanet:3314 ! Thiemann disease, familial form
GARD:0004133 ! Familial osteochondritis dissecans	ORPHANET:251262	DOID:84 ! osteochondritis dissecans,OMIA:000748 ! Osteochondritis dissecans,OMIM:165800 ! Osteochondritis Dissecans, Short Stature, and Early-Onset Osteoarthritis
GARD:0004136 ! Osteodysplasia familial Anderson type	ORPHANET:2769	OMIM:259250 ! Familial osteodysplasia, Anderson type
GARD:0004136 ! Osteodysplasia familial Anderson type	UMLS:C1850186	OMIM:259250 ! Familial osteodysplasia, Anderson type
GARD:0004139 ! Osteogenesis imperfecta congenita microcephaly and cataracts	ORPHANET:666	OMIM:259410 ! Osteogenesis Imperfecta Congenita, Microcephaly, and Cataracts
GARD:0004139 ! Osteogenesis imperfecta congenita microcephaly and cataracts	UMLS:C1850184	OMIM:259410 ! Osteogenesis Imperfecta Congenita, Microcephaly, and Cataracts
GARD:0004142 ! Osteoglophonic dysplasia	ORPHANET:2645	OMIM:166250 ! Osteoglophonic dwarfism
GARD:0004144 ! Osteolysis syndrome recessive	UMLS:C1850143	OMIM:259610 ! Osteolysis Syndrome, Recessive
GARD:0004148 ! Osteopathia striata cranial sclerosis	ORPHANET:2780	OMIM:300373 ! Osteopathia striata - cranial sclerosis
GARD:0004151 ! Osteopetrosis autosomal dominant type 1	ORPHANET:2783	OMIM:607634 ! Autosomal dominant osteopetrosis type 1
GARD:0004153 ! Osteopetrosis autosomal recessive 5	UMLS:C1968603	OMIM:259720 ! Osteopetrosis, Autosomal Recessive 5
GARD:0004154 ! Osteopetrosis autosomal recessive 3	ORPHANET:2785	OMIM:259730 ! Osteopetrosis, Autosomal Recessive 3
GARD:0004154 ! Osteopetrosis autosomal recessive 3	UMLS:C0345407	OMIM:259730 ! Osteopetrosis, Autosomal Recessive 3
GARD:0004155 ! Osteopetrosis	ORPHANET:2781	DOID:13533 ! osteopetrosis,OMIA:000755 ! Osteopetrosis
GARD:0004155 ! Osteopetrosis	UMLS:C0029454	DOID:13533 ! osteopetrosis,OMIA:000755 ! Osteopetrosis
GARD:0004156 ! Osteopetrosis autosomal recessive 6	UMLS:C1969093	OMIM:611497 ! Osteopetrosis, Autosomal Recessive 6
GARD:0004157 ! Osteopetrosis autosomal recessive 2	UMLS:C1850126	OMIM:259710 ! Osteopetrosis, Autosomal Recessive 2
GARD:0004158 ! Osteopoikilosis	UMLS:C0029455	DOID:11991 ! osteopoikilosis
GARD:0004160 ! Osteoporosis-pseudoglioma syndrome	ORPHANET:2788	OMIM:259770 ! Osteoporosis - pseudoglioma
GARD:0004166 ! Orstavik Lindemann Solberg syndrome	ORPHANET:1338	OMIM:217085 ! Congenital Heart Defects, Hamartomas of Tongue, and Polysyndactyly,Orphanet:1338 ! Heart defect-tongue hamartoma-polysyndactyly syndrome
GARD:0004166 ! Orstavik Lindemann Solberg syndrome	UMLS:C1857587	OMIM:217085 ! Congenital Heart Defects, Hamartomas of Tongue, and Polysyndactyly,Orphanet:1338 ! Heart defect-tongue hamartoma-polysyndactyly syndrome
GARD:0004168 ! Otodental dysplasia	ORPHANET:2791	OMIM:166750 ! Otodental Dysplasia
GARD:0004168 ! Otodental dysplasia	UMLS:C1833693	OMIM:166750 ! Otodental Dysplasia
GARD:0004169 ! Otofaciocervical syndrome	ORPHANET:2792	DC:0000698 ! Otofaciocervical Syndrome,MESH:C563481 ! Otofaciocervical Syndrome,OMIM:166780 ! Otofaciocervical Syndrome 1
GARD:0004169 ! Otofaciocervical syndrome	UMLS:C1833691	DC:0000698 ! Otofaciocervical Syndrome,MESH:C563481 ! Otofaciocervical Syndrome,OMIM:166780 ! Otofaciocervical Syndrome 1
GARD:0004176 ! Ouvrier Billson syndrome	ORPHANET:1179	OMIM:168885 ! Benign paroxysmal tonic upgaze of childhood with ataxia
GARD:0004183 ! Stomatocytosis I	ORPHANET:3203	OMIM:185000 ! Overhydrated hereditary stomatocytosis
GARD:0004183 ! Stomatocytosis I	UMLS:C1861455	OMIM:185000 ! Overhydrated hereditary stomatocytosis
GARD:0004189 ! Pacman dysplasia	ORPHANET:1952	OMIM:167220 ! Pacman dysplasia
GARD:0004191 ! Paget disease of bone, familial	UMLS:C2931732	DOID:5408 ! Paget's disease of bone
GARD:0004192 ! Paget disease, extramammary	ORPHANET:2800	OMIM:167300 ! Extramammary Paget disease
GARD:0004195 ! Pagon Stephan syndrome	ORPHANET:1853	MESH:C538100 ! Pagon Stephan syndrome
GARD:0004195 ! Pagon Stephan syndrome	UMLS:C2931733	MESH:C538100 ! Pagon Stephan syndrome
GARD:0004198 ! Palant cleft palate syndrome	UMLS:C1850102	OMIM:260150 ! Palant Cleft Palate Syndrome
GARD:0004199 ! Palmer Pagon syndrome	ORPHANET:2184	MESH:C538107 ! Palmer Pagon syndrome
GARD:0004199 ! Palmer Pagon syndrome	UMLS:C2931734	MESH:C538107 ! Palmer Pagon syndrome
GARD:0004203 ! Agenesis of the dorsal pancreas	ORPHANET:2805	DOID:0050877 ! pancreatic agenesis,OMIM:167755 ! Pancreas, Dorsal, Agenesis of
GARD:0004203 ! Agenesis of the dorsal pancreas	UMLS:C1868659	DOID:0050877 ! pancreatic agenesis,OMIM:167755 ! Pancreas, Dorsal, Agenesis of
GARD:0004204 ! Pancreatic adenoma	OMIM:147630 ! Islet Cell Adenomatosis	Orphanet:93292 ! Pancreatic adenoma
GARD:0004204 ! Pancreatic adenoma	ORPHANET:93292	Orphanet:93292 ! Pancreatic adenoma
GARD:0004205 ! Pancreatic beta cell agenesis with neonatal diabetes mellitus	ORPHANET:28455	OMIM:600089 ! Pancreatic beta cell agenesis with neonatal diabetes mellitus
GARD:0004206 ! Pancreatic carcinoma, familial	UMLS:C2931038	DOID:4905 ! pancreatic carcinoma,OMIM:260350 ! Pancreatic Cancer
GARD:0004208 ! Pancreatic lipomatosis duodenal stenosis	UMLS:C2931040	MESH:C535839 ! Pancreatic lipomatosis duodenal stenosis
GARD:0004210 ! Pancreatoblastoma	UMLS:C0334489	DOID:6823 ! pancreatoblastoma
GARD:0004213 ! Panostotic fibrous dysplasia	OMIM:174800 ! McCune Albright syndrome	MESH:C537164 ! Panostotic fibrous dysplasia
GARD:0004213 ! Panostotic fibrous dysplasia	UMLS:C2931430	MESH:C537164 ! Panostotic fibrous dysplasia
GARD:0004214 ! Choroid plexus papilloma	ORPHANET:2807	DOID:2626 ! choroid plexus papilloma,OMIM:260500 ! Papilloma of Choroid Plexus
GARD:0004214 ! Choroid plexus papilloma	UMLS:C0205770	DOID:2626 ! choroid plexus papilloma,OMIM:260500 ! Papilloma of Choroid Plexus
GARD:0004218 ! Paraomphalocele	OMIM:164750 ! Omphalocele, Autosomal	MESH:C537170 ! Paraomphalocele
GARD:0004218 ! Paraomphalocele	UMLS:C2931431	MESH:C537170 ! Paraomphalocele
GARD:0004219 ! Spastic paraplegia 17	ORPHANET:100998	OMIM:270685 ! Autosomal dominant spastic paraplegia type 17,OMIM:614751 ! Neuronopathy, Distal Hereditary Motor, Type 5B
GARD:0004222 ! Parastremmatic dwarfism	ORPHANET:2646	OMIM:168400 ! Parastremmatic dwarfism
GARD:0004223 ! PARC syndrome	ORPHANET:2825	OMIM:600331 ! PARC syndrome
GARD:0004224 ! Paris-Trousseau thrombocytopenia	ORPHANET:851	OMIM:188025 ! Paris-Trousseau thrombocytopenia
GARD:0004227 ! Paroxysmal ventricular fibrillation	ORPHANET:228140	Orphanet:228140 ! Idiopathic ventricular fibrillation, not Brugada type
GARD:0004228 ! Parsonage Turner syndrome	ORPHANET:2901	DOID:10383 ! amyotrophic neuralgia,MESH:C538620 ! Acute brachial neuritis
GARD:0004229 ! Partial atrioventricular canal	OMIM:600309 ! Atrioventricular Septal Defect 3	Orphanet:1330 ! Partial atrioventricular canal
GARD:0004230 ! Partial deletion of Y	OMIM:480000	Orphanet:1646 ! Partial chromosome Y deletion
GARD:0004232 ! Partial lissencephaly	OMIM:607432 ! Lissencephaly 1	MESH:C536298 ! Partial lissencephaly
GARD:0004232 ! Partial lissencephaly	UMLS:C2931166	MESH:C536298 ! Partial lissencephaly
GARD:0004234 ! Partington Anderson syndrome	ORPHANET:2829	OMIM:260555 ! Partington-Anderson Syndrome
GARD:0004234 ! Partington Anderson syndrome	UMLS:C1850075	OMIM:260555 ! Partington-Anderson Syndrome
GARD:0004235 ! Partington syndrome	ORPHANET:94083	DOID:14744 ! Partington syndrome,OMIM:309510 ! Partington X-Linked Mental Retardation Syndrome,OMIM:312780 ! Russell-Silver Syndrome, X-Linked
GARD:0004238 ! Blepharonasofacial malformation syndrome	ORPHANET:1252	OMIM:110050 ! Blepharonasofacial malformation syndrome
GARD:0004238 ! Blepharonasofacial malformation syndrome	UMLS:C0796197	OMIM:110050 ! Blepharonasofacial malformation syndrome
GARD:0004253 ! Patel Bixler syndrome	OMIM:129500 ! Clouston syndrome	MESH:C536306 ! Patel Bixler syndrome
GARD:0004253 ! Patel Bixler syndrome	UMLS:C2931169	MESH:C536306 ! Patel Bixler syndrome
GARD:0004255 ! Patella hypoplasia mental retardation	UMLS:C2931170	MESH:C536308 ! Patella hypoplasia mental retardation
GARD:0004260 ! Patterson Stevenson syndrome	ORPHANET:2439	MESH:C536311 ! Patterson Stevenson syndrome,OMIM:183700 ! Patterson-Stevenson-Fontaine syndrome
GARD:0004262 ! Syndactyly type 1 with cataracts and mental retardation	UMLS:C2931172	MESH:C536313 ! Pavone Fiumara Rizzo syndrome
GARD:0004264 ! PEHO syndrome	ORPHANET:2836	OMIM:260565 ! Peho Syndrome,Orphanet:2836 ! PEHO syndrome
GARD:0004265 ! Pelizaeus-Merzbacher disease	ORPHANET:702	DECIPHER:38 ! Pelizaeus-Merzbacher Disease,DOID:3210 ! Pelizaeus-Merzbacher disease,MESH:D020371 ! Pelizaeus-Merzbacher Disease,OMIM:312080 ! Pelizaeus-Merzbacher Disease
GARD:0004266 ! Leukodystrophy, hypomyelinating 3	UMLS:C1850053	OMIM:260600 ! Leukodystrophy, Hypomyelinating, 3
GARD:0004267 ! Pellagra like syndrome	UMLS:C1850052	OMIM:260650 ! Pellagra-Like Syndrome
GARD:0004268 ! Tryptophanuria with dwarfism	UMLS:C0268473	OMIM:276100 ! Tryptophanuria With Dwarfism
GARD:0004269 ! Pelvic dysplasia arthrogryposis of lower limbs	ORPHANET:2840	OMIM:602484 ! Pelvic Hypoplasia With Lower-Limb Arthrogryposis,Orphanet:2840 ! Pelvic dysplasia - arthrogryposis of lower limbs
GARD:0004270 ! Familial pemphigus vulgaris	ORPHANET:704	OMIM:169610 ! Pemphigus vulgaris
GARD:0004270 ! Familial pemphigus vulgaris	UMLS:C1868502	OMIM:169610 ! Pemphigus vulgaris
GARD:0004271 ! Pendred syndrome	ORPHANET:705	OMIM:274600 ! Pendred syndrome
GARD:0004272 ! Penis agenesis	OMIM:152790	MESH:C536649 ! Penis agenesis
GARD:0004273 ! Penoscrotal transposition	OMIM:300068 ! Androgen Insensitivity Syndrome	Orphanet:2842 ! Penoscrotal transposition
GARD:0004276 ! Penttinen-Aula syndrome	UMLS:C1866182	OMIM:601812 ! Premature Aging Syndrome, Penttinen Type
GARD:0004280 ! Peptidic growth factors deficiency	OMIM:233805 ! Growth Factors, Combined Defect of	MESH:C536656 ! Peptide growth factors deficiency
GARD:0004280 ! Peptidic growth factors deficiency	UMLS:C2931279	MESH:C536656 ! Peptide growth factors deficiency
GARD:0004291 ! Alopecia intellectual disability syndrome 2	UMLS:C1835852	OMIM:610422 ! Alopecia-Mental Retardation Syndrome 2
GARD:0004299 ! Petit-Fryns syndrome	ORPHANET:2776	Orphanet:2776 ! Autosomal recessive distal osteolysis syndrome
GARD:0004302 ! Mesomelia-synostoses syndrome	ORPHANET:2496	OMIM:600383 ! Mesomelia-synostoses syndrome
GARD:0004303 ! Pfeiffer Kapferer syndrome	UMLS:C2931654	MESH:C537887 ! Pfeiffer Kapferer syndrome
GARD:0004304 ! Pfeiffer Mayer syndrome	ORPHANET:2921	MESH:C537888 ! Pfeiffer Mayer syndrome
GARD:0004304 ! Pfeiffer Mayer syndrome	UMLS:C2931655	MESH:C537888 ! Pfeiffer Mayer syndrome
GARD:0004305 ! Pfeiffer Palm Teller syndrome	ORPHANET:2871	OMIM:261560 ! Pfeiffer-Palm-Teller syndrome
GARD:0004306 ! Pfeiffer Rockelein syndrome	UMLS:C2931656	MESH:C537890 ! Pfeiffer Rockelein syndrome
GARD:0004308 ! Pfeiffer Tietze Welte syndrome	UMLS:C2931657	MESH:C537891 ! Pfeiffer Tietze Welte syndrome
GARD:0004311 ! Phacomatosis pigmentokeratotica	UMLS:C2931658	MESH:C537893 ! Phacomatosis pigmentokeratotica
GARD:0004312 ! Phacomatosis pigmentovascularis	UMLS:C1274879	MESH:C537894 ! Phacomatosis pigmentovascularis
GARD:0004315 ! Phenobarbital antenatal infection	ORPHANET:1919	Orphanet:1919 ! Phenobarbital embryopathy
GARD:0004319 ! Dihydropteridine reductase deficiency	ORPHANET:226	OMIM:261630 ! Dihydropteridine reductase deficiency
GARD:0004321 ! Pheochromocytoma-islet cell tumor syndrome	UMLS:C1868392	OMIM:171420 ! Pheochromocytoma--Islet Cell Tumor Syndrome
GARD:0004323 ! Phocomelia ectrodactyly deafness sinus arrhythmia	ORPHANET:2878	Orphanet:2878 ! Phocomelia - ectrodactyly - deafness - sinus arrhythmia
GARD:0004329 ! PGM1-CDG	ORPHANET:711	OMIM:614921 ! Congenital Disorder of Glycosylation, Type it,Orphanet:711 ! Glycogen storage disease due to phosphoglucomutase deficiency
GARD:0004337 ! Phosphoribosylpyrophosphate synthetase deficiency	OMIM:311850	MESH:C537897 ! Phosphoribosylpyrophosphate synthetase deficiency
GARD:0004337 ! Phosphoribosylpyrophosphate synthetase deficiency	UMLS:C1291401	MESH:C537897 ! Phosphoribosylpyrophosphate synthetase deficiency
GARD:0004340 ! PIBIDS syndrome	ORPHANET:670	MESH:C564733 ! Trichothiodystrophy with Sun Sensitivity,OMIM:601675 ! Trichothiodystrophy 1, Photosensitive
GARD:0004340 ! PIBIDS syndrome	UMLS:C1866504	MESH:C564733 ! Trichothiodystrophy with Sun Sensitivity,OMIM:601675 ! Trichothiodystrophy 1, Photosensitive
GARD:0004341 ! Picardi-Lassueur-Little syndrome	ORPHANET:505	Orphanet:505 ! Graham Little-Piccardi-Lassueur syndrome
GARD:0004344 ! Piebaldism	ORPHANET:2884	OMIM:172800 ! piebaldism
GARD:0004344 ! Piebaldism	UMLS:C0080024	OMIM:172800 ! piebaldism
GARD:0004345 ! Piepkorn Karp Hickok syndrome	UMLS:C2931016	MESH:C535774 ! Piepkorn Karp Hickok syndrome
GARD:0004347 ! Pierre Robin sequence	ORPHANET:718	OMIM:261800 ! Pierre Robin Syndrome,Orphanet:718 ! Isolated Pierre Robin syndrome
GARD:0004347 ! Pierre Robin sequence	UMLS:C0031900	OMIM:261800 ! Pierre Robin Syndrome,Orphanet:718 ! Isolated Pierre Robin syndrome
GARD:0004351 ! Weissenbacher-Zweymuller syndrome	ORPHANET:3450	OMIM:277610 ! Weissenbacher- Zweymuller syndrome
GARD:0004351 ! Weissenbacher-Zweymuller syndrome	UMLS:C1848488	OMIM:277610 ! Weissenbacher- Zweymuller syndrome
GARD:0004356 ! Pigment-dispersion syndrome	ORPHANET:26823	OMIM:600510 ! Glaucoma-Related Pigment Dispersion Syndrome
GARD:0004356 ! Pigment-dispersion syndrome	UMLS:C1271398	OMIM:600510 ! Glaucoma-Related Pigment Dispersion Syndrome
GARD:0004357 ! Late-onset retinal degeneration	ORPHANET:67042	OMIM:605670 ! Late-onset retinal degeneration
GARD:0004357 ! Late-onset retinal degeneration	UMLS:C0035334	OMIM:605670 ! Late-onset retinal degeneration
GARD:0004358 ! T-cell immunodeficiency, congenital alopecia and nail dystrophy	UMLS:C1866426	OMIM:601705 ! T-Cell Immunodeficiency, Congenital Alopecia, and Nail Dystrophy
GARD:0004359 ! Pili annulati	ORPHANET:169	OMIM:180600 ! Ringed hair disease
GARD:0004361 ! Pili torti	ORPHANET:2889	OMIM:261900 ! Pili Torti, Early-Onset,Orphanet:2889 ! Pili torti
GARD:0004362 ! Pili torti developmental delay neurological abnormalities	ORPHANET:2891	OMIM:261990 ! Pili Torti and Developmental Delay,Orphanet:2891 ! Pili torti - developmental delay - neurological abnormalities
GARD:0004364 ! Pili torti onychodysplasia	OMIM:602032 ! Ectodermal Dysplasia 4, Hair/Nail Type	Orphanet:2890 ! Pili torti - onychodysplasia
GARD:0004365 ! Pillay syndrome	ORPHANET:2741	OMIM:164900 ! Ophthalmomandibulomelic dysplasia
GARD:0004365 ! Pillay syndrome	UMLS:C1833872	OMIM:164900 ! Ophthalmomandibulomelic dysplasia
GARD:0004369 ! Pinheiro Freire-Maia Miranda syndrome	ORPHANET:3353	Orphanet:3353 ! Trichodermodysplasia - dental alterations
GARD:0004369 ! Pinheiro Freire-Maia Miranda syndrome	UMLS:C2931485	Orphanet:3353 ! Trichodermodysplasia - dental alterations
GARD:0004371 ! Refsum disease with increased pipecolic acidemia	OMIM:600964	MESH:C535517 ! Refsum disease with increased pipecolic acidemia
GARD:0004371 ! Refsum disease with increased pipecolic acidemia	UMLS:C1833022	MESH:C535517 ! Refsum disease with increased pipecolic acidemia
GARD:0004372 ! Pitt-Hopkins syndrome	ORPHANET:2896	OMIM:610954 ! Pitt-Hopkins syndrome
GARD:0004374 ! Pitt syndrome	OMIM:262350	OMIM:194190 ! Wolf-Hirschhorn syndrome
GARD:0004374 ! Pitt syndrome	ORPHANET:98788	OMIM:194190 ! Wolf-Hirschhorn syndrome
GARD:0004374 ! Pitt syndrome	UMLS:C0796117	OMIM:194190 ! Wolf-Hirschhorn syndrome
GARD:0004375 ! Piussan Lenaerts Mathieu syndrome	UMLS:C2931515	MESH:C537511 ! Piussan Lenaerts Mathieu syndrome
GARD:0004380 ! Type 1 plasminogen deficiency	ORPHANET:722	OMIM:217090 ! Plasminogen Deficiency, Type 1
GARD:0004380 ! Type 1 plasminogen deficiency	UMLS:C0398621	OMIM:217090 ! Plasminogen Deficiency, Type 1
GARD:0004381 ! Plasminogen activator inhibitor type 1 deficiency	ORPHANET:465	OMIM:613329 ! Plasminogen Activator Inhibitor-1 Deficiency
GARD:0004382 ! Platyspondylic lethal skeletal dysplasia Torrance type	ORPHANET:85166	OMIM:151210 ! Platyspondylic Lethal Skeletal Dysplasia, Torrance Type
GARD:0004382 ! Platyspondylic lethal skeletal dysplasia Torrance type	UMLS:C1835437	OMIM:151210 ! Platyspondylic Lethal Skeletal Dysplasia, Torrance Type
GARD:0004386 ! Pneumocystosis	ORPHANET:723	DOID:11339 ! pneumocystosis
GARD:0004386 ! Pneumocystosis	UMLS:C0032305	DOID:11339 ! pneumocystosis
GARD:0004387 ! Podder-Tolmie syndrome	UMLS:C2931519	MESH:C537518 ! Podder-Tolmie syndrome
GARD:0004391 ! Kindler syndrome	ORPHANET:2908	OMIM:173650 ! Kindler Syndrome,Orphanet:2908 ! Kindler syndrome
GARD:0004392 ! Rothmund Thomson syndrome	ORPHANET:2909	OMIM:268400 ! Rothmund-Thomson syndrome
GARD:0004395 ! Pointer syndrome	UMLS:C0796118	MESH:C536323 ! Pointer syndrome
GARD:0004410 ! Polydactyly	ORPHANET:2913	DOID:1148 ! polydactyly,OMIA:000810 ! Polydactyly,OMIM:603596 ! Polydactyly
GARD:0004412 ! Polydactyly cleft lip palate psychomotor retardation	ORPHANET:2754	DOID:0060376 ! Joubert syndrome with orofaciodigital defect
GARD:0004413 ! Polydactyly myopia syndrome	ORPHANET:2917	OMIM:174310 ! Polydactyly-myopia syndrome
GARD:0004417 ! Preaxial polydactyly type 1	ORPHANET:93339	OMIM:174400 ! Polydactyly, Preaxial 1
GARD:0004417 ! Preaxial polydactyly type 1	UMLS:C1395852	OMIM:174400 ! Polydactyly, Preaxial 1
GARD:0004421 ! Catecholaminergic polymorphic ventricular tachycardia	ORPHANET:3286	DC:0000665 ! Ventricular Tachycardia, Catecholaminergic Polymorphic,OMIM:604772 ! Ventricular Tachycardia, Catecholaminergic Polymorphic, 1, With or Without Atrial Dysfunction And/Or Dilated Cardiomyopathy,OMIM:611938 ! Ventricular Tachycardia, Catecholaminergic Polymorphic, 2
GARD:0004424 ! Polyneuropathy mental retardation acromicria premature menopause	ORPHANET:2928	Orphanet:2928 ! Polyneuropathy - intellectual disability - acromicria - premature menopause
GARD:0004427 ! Cronkhite-Canada disease	ORPHANET:2930	OMIM:175500 ! Cronkhite-Canada syndrome
