ORDR ID:			Disease Name:	Synonym(s):	OMIM Num(s):	Orphanet Num(s):	URL:
860			Van Benthem-Driessen-Hanveld syndrome	Cryptorchidism - arachnodactyly - intellectual disability;Cryptorchidism arachnodactyly intellectual deficit		1548	http://rarediseases.info.nih.gov/gard/860/Van-Benthem-Driessen-Hanveld-syndrome/resources/1
863			Berger disease	"Berger's disease;Glomerulonephritis, IGA;IGA nephropathy;IGAN;Nephritis, IGA type"	161950	34145	http://rarediseases.info.nih.gov/gard/863/Berger-disease/resources/1
867			Berylliosis	Acute Berylliosis;Chronic pulmonary Berylliosis;Reversible Berylliosis;Subacute Berylliosis			http://rarediseases.info.nih.gov/gard/867/Berylliosis/resources/1
869			"Mannosidosis, beta A, lysosomal"	Beta-mannosidase deficiency;Beta-mannosidosis;Lysosomal beta-mannosidase deficiency	248510	118	"http://rarediseases.info.nih.gov/gard/869/Mannosidosis,-beta-A,-lysosomal/resources/1"
870			Beta-sarcoglycanopathy		600900		http://rarediseases.info.nih.gov/gard/870/Beta-sarcoglycanopathy/resources/1
871			Beta-thalassemia	Beta thalassemia intermedia;Beta thalassemia major;Beta thalassemia minor;Beta-thalassemia intermedia;Cooley's anemia;Erythroblastic anemia;Mediterranean anemia;Thalassemia intermedia;Thalassemia major;Thalassemia minor	604131		http://rarediseases.info.nih.gov/gard/871/Beta-thalassemia/resources/1
872			Beta ketothiolase deficiency	2-methyl-3-hydroxybutyricacidemia;3-ketothiolase deficiency;3-oxothiolase deficiency;Alpha methylacetoacetic aciduria;Alpha-methyl-acetoacetyl-CoA thiolase deficiency;Alpha-methylacetoaceticaciduria;Beta-ketothiolase deficiency;Mitochondrial acetoacetyl-CoA Thiolase deficiency;Mitochondrial acetoacetyl-coenzyme A thiolase deficiency;T2 deficiency	203750	134	http://rarediseases.info.nih.gov/gard/872/Beta-ketothiolase-deficiency/resources/1
873			Bethlem myopathy	"Benign autosomal dominant myopathy;Muscular dystrophy, benign congenital;Myopathy, benign congenital, with contractures"	158810	610	http://rarediseases.info.nih.gov/gard/873/Bethlem-myopathy/resources/1
875			Bhaskar Jagannathan syndrome	"Arachnodactyly, aminoaciduria, congenital cataracts, cerebellar ataxia, and delayed developmental milestones"			http://rarediseases.info.nih.gov/gard/875/Bhaskar-Jagannathan-syndrome/resources/1
878			Bidirectional tachycardia	Bidirectional ventricular tachycardia			http://rarediseases.info.nih.gov/gard/878/Bidirectional-tachycardia/resources/1
881			Biemond syndrome type 1				http://rarediseases.info.nih.gov/gard/881/Biemond-syndrome-type-1/resources/1
882			Biemond syndrome 2	"BS2;Iris coloboma, mental retardation, obesity, hypogenitalism, and postaxial polydactyly"	210350		http://rarediseases.info.nih.gov/gard/882/Biemond-syndrome-2/resources/1
884			Bifid nose	"Median fissure of nose;Nose, median cleft of"	109740;210400;608980	2695	http://rarediseases.info.nih.gov/gard/884/Bifid-nose/resources/1
885			Bilateral renal agenesis dominant type				http://rarediseases.info.nih.gov/gard/885/Bilateral-renal-agenesis-dominant-type/resources/1
886			Biliary atresia extrahepatic	Atresia of bile ducts;Biliary atresia;Extrahepatic biliary atresia;Non-syndromic biliary atresia	210500	30391	http://rarediseases.info.nih.gov/gard/886/Biliary-atresia-extrahepatic/resources/1
887			Biliary atresia intrahepatic non syndromic form				http://rarediseases.info.nih.gov/gard/887/Biliary-atresia-intrahepatic-non-syndromic-form/resources/1
888			Biliary atresia intrahepatic syndromic form				http://rarediseases.info.nih.gov/gard/888/Biliary-atresia-intrahepatic-syndromic-form/resources/1
892			Billet Bear syndrome	Lower limb partial duplication renal agenesis			http://rarediseases.info.nih.gov/gard/892/Billet-Bear-syndrome/resources/1
893			Fallot complex with severe mental and growth retardation	Bindewald Ulmer Muller syndrome;Bindewald-Ulmer-Müller syndrome;Fallot complex - intellectual disability - growth delay	601127	3304	http://rarediseases.info.nih.gov/gard/893/Fallot-complex-with-severe-mental-and-growth-retardation/resources/1
894			Biotinidase deficiency	Biotin deficiency;BTD deficiency;Juvenile-onset multiple carboxylase deficiency;Late-onset biotin-responsive multiple carboxylase deficiency;Late-onset multiple carboxylase deficiency	253260	148;79241	http://rarediseases.info.nih.gov/gard/894/Biotinidase-deficiency/resources/1
895			"Microcephalic primordial dwarfism, Montreal type"	"Bird headed-dwarfism, Montreal type;Bird-headed dwarfism with features of premature senility;Premature senility, premature graying and loss of scalp hair and wrinkled skin of the palms"	210700	2617	"http://rarediseases.info.nih.gov/gard/895/Microcephalic-primordial-dwarfism,-Montreal-type/resources/1"
897			Bixler Christian Gorlin syndrome	Bixler-Christian-Gorlin syndrome;HMC syndrome;Hypertelorism microtia facial clefting syndrome;Hypertelorism-microtia-facial clefting syndrome	239800	2213	http://rarediseases.info.nih.gov/gard/897/Bixler-Christian-Gorlin-syndrome/resources/1
898			Blaichman syndrome	Tracheoesophageal fistula protruding pinnae proximal interphalangeal symphalangism of fifth finger		1250	http://rarediseases.info.nih.gov/gard/898/Blaichman-syndrome/resources/1
901			Blepharofacioskeletal syndrome	Richieri Costa-Guion Almeida-Rodini syndrome;Richieri-Costa Guion Almeida Rodini syndrome		1251	http://rarediseases.info.nih.gov/gard/901/Blepharofacioskeletal-syndrome/resources/1
902			Blepharo naso facial syndrome Van maldergem type				http://rarediseases.info.nih.gov/gard/902/Blepharo-naso-facial-syndrome-Van-maldergem-type/resources/1
905			"Blepharophimosis with ptosis, syndactyly, and short stature"	Blepharophimosis - ptosis - esotropia - syndactyly - short stature;Frydman Cohen Karmon syndrome;Frydman-Cohen-Karmon syndrome	210745	2057	"http://rarediseases.info.nih.gov/gard/905/Blepharophimosis-with-ptosis,-syndactyly,-and-short-stature/resources/1"
912			Blepharoptosis myopia ectopia lentis	"Blepharoptosis - myopia - ectopia lentis;Dominantly inherited blepharoptosis, high myopia, and ectopia lentis"	110150	1259	http://rarediseases.info.nih.gov/gard/912/Blepharoptosis-myopia-ectopia-lentis/resources/1
914			Chondrodysplasia Blomstrand type	"BLC;Blomstrand chondrodysplasia;Blomstrand lethal chondrodysplasia;Blomstrand lethal osteochondrodysplasia;Blomstrand osteochondrodysplasia;Blomstrand's lethal chondrodysplasia;BOCD;Chondrodysplasia, Blomstrand type"	215045	50945	http://rarediseases.info.nih.gov/gard/914/Chondrodysplasia-Blomstrand-type/resources/1
915			Bloom syndrome	"BLM;Bloom-Torre-Machacek syndrome;BLS;BS;BSyn;Congenital Telangiectatic Erythema;Growth deficiency, sun-sensitive, telangiectatic, hypo and hyperpigmented skin, predisposition to malignancy and chromosomal instability"	210900	125	http://rarediseases.info.nih.gov/gard/915/Bloom-syndrome/resources/1
916			Blount disease	"Blount's disease;Blount-Barber syndrome;Erlacher-Blount syndrome;Infantile tibia vara;Osteochondrosis deformans tibiae;Osteochondrosis deformans tibiae, familial infantile type;Tibia vara;Tibia vara Blount"	188700	2768	http://rarediseases.info.nih.gov/gard/916/Blount-disease/resources/1
917			Blue cone monochromatism	"Achromatopsia incomplete X-linked;Atypical X-linked achromatopsia;BCM;Blue cone monochromacy;CBBM;Color blindness blue mono cone monochromatic type;Color blindness, blue monocone monochromatic type;Incomplete achromatopsia X-linked;S cone monochromacy;S cone monochromatism;X-chromosome-linked achromatopsia;X-linked achromatopsia incomplete;X-linked incomplete achromatopsia"	303700	16	http://rarediseases.info.nih.gov/gard/917/Blue-cone-monochromatism/resources/1
918			BOD syndrome	Brachymorphism - onychodysplasia - dysphalangism;Brachymorphism onychodysplasia dysphalangism syndrome;Brachymorphism-onychodysplasia-dysphalangism syndrome;Senior syndrome	113477	1292	http://rarediseases.info.nih.gov/gard/918/BOD-syndrome/resources/1
920			Bone dysplasia Azouz type	"Bone dysplasia, Azouz type"		1844	http://rarediseases.info.nih.gov/gard/920/Bone-dysplasia-Azouz-type/resources/1
921			Bone dysplasia corpus callosum agenesis				http://rarediseases.info.nih.gov/gard/921/Bone-dysplasia-corpus-callosum-agenesis/resources/1
922			Bone dysplasia lethal Holmgren type	"Autosomal recessive lethal chondrodysplasia, round femoral inferior epiphysis type;Bone dysplasia, lethal Holmgren type"	211120	1842	http://rarediseases.info.nih.gov/gard/922/Bone-dysplasia-lethal-Holmgren-type/resources/1
923			Bone dysplasia Moore type				http://rarediseases.info.nih.gov/gard/923/Bone-dysplasia-Moore-type/resources/1
932			Book syndrome	"Böök syndrome;PHC syndrome;Premolar aplasia, hyperhidrosis, and canities prematura"	112300	1262	http://rarediseases.info.nih.gov/gard/932/Book-syndrome/resources/1
933			Boomerang dysplasia	"Boomerang-like skeletal dysplasia;Dwarfism with short, bowed, rigid limbs and characteristic facies"	112310	1263	http://rarediseases.info.nih.gov/gard/933/Boomerang-dysplasia/resources/1
936			Borjeson-Forssman-Lehmann syndrome	"BFLS;BORJ;Borjeson Syndrome;Mental deficiency, epilepsy and endocrine disorders"	301900	127	http://rarediseases.info.nih.gov/gard/936/Borjeson-Forssman-Lehmann-syndrome/resources/1
938			Bork Stender Schmidt syndrome	"Bork syndrome;Tricho-retino-dento-digital syndrome;Uncombable hair - retinal pigmentary dystrophy - dental anomalies - brachydactyly;Uncombable hair, retinal pigmentary dystrophy, dental anomalies, and brachydactyly"	191482	1264	http://rarediseases.info.nih.gov/gard/938/Bork-Stender-Schmidt-syndrome/resources/1
939			Borrone Di Rocco Crovato syndrome	Borrone dermatocardioskeletal syndrome	211170		http://rarediseases.info.nih.gov/gard/939/Borrone-Di-Rocco-Crovato-syndrome/resources/1
942			Bothriocephalosis	Diphyllobothriasis		128	http://rarediseases.info.nih.gov/gard/942/Bothriocephalosis/resources/1
943			Botulism	Foodborne botulism (subtype);Infant botulism (subtype);Wound botulism (subtype)			http://rarediseases.info.nih.gov/gard/943/Botulism/resources/1
944			Boucher Neuhauser syndrome	"Ataxia - hypogonadism - choroidal dystrophy;Boucher-Neuhäuser syndrome;Chorioretinal dystrophy, spinocerebellar ataxia and hypogonadotropic hypogonadism"	215470	1180	http://rarediseases.info.nih.gov/gard/944/Boucher-Neuhauser-syndrome/resources/1
945			Boudhina Yedes Khiari syndrome	"Familial syndrome combining short stature, microcephaly, mental deficiency, seizures, hearing loss, and skin lesions"			http://rarediseases.info.nih.gov/gard/945/Boudhina-Yedes-Khiari-syndrome/resources/1
946			Bourneville syndrome	Bourneville's syndrome			http://rarediseases.info.nih.gov/gard/946/Bourneville-syndrome/resources/1
951			Bowen syndrome	"Bowen syndrome of multiple malformations;Congenital glaucoma, flexion contracture of fingers and facial dysmorphism without peroxisomal abnormalities"	211200	1271	http://rarediseases.info.nih.gov/gard/951/Bowen-syndrome/resources/1
953			Bowing of long bones congenital				http://rarediseases.info.nih.gov/gard/953/Bowing-of-long-bones-congenital/resources/1
954			Boylan Dew Greco syndrome	Congenital hypomyelination neuropathy with arthrogryposis multiplex congenita			http://rarediseases.info.nih.gov/gard/954/Boylan-Dew-Greco-syndrome/resources/1
955			Brachioskeletogenital syndrome	BSG syndrome	211380	2103	http://rarediseases.info.nih.gov/gard/955/Brachioskeletogenital-syndrome/resources/1
957			Brachycephalofrontonasal dysplasia	"Craniofrontonasal dysplasia, Teebi type;Hypertelorism, Teebi type;Teebi hypertelorism syndrome"	145420	1519	http://rarediseases.info.nih.gov/gard/957/Brachycephalofrontonasal-dysplasia/resources/1
958			Fine-Lubinsky syndrome	"Brachycephaly - deafness - cataract - intellectual disability;Brachycephaly, deafness, cataract and mental retardation"	601353	1272	http://rarediseases.info.nih.gov/gard/958/Fine-Lubinsky-syndrome/resources/1
959			Brachydactyly types B and E combined	Ballard syndrome;Brachydactyly Ballard type;Brachydactyly combined B and E types;Pitt Williams brachydactyly;Pitt-Williams brachydactyly	112440	93395	http://rarediseases.info.nih.gov/gard/959/Brachydactyly-types-B-and-E-combined/resources/1
960			Brachydactylous dwarfism Mseleni type	"Brachydactylous dwarfism, Mseleni type;Brachydactylous dwarfs of Mseleni;Mseleni joint disease"		2619	http://rarediseases.info.nih.gov/gard/960/Brachydactylous-dwarfism-Mseleni-type/resources/1
961			Brachydactyly absence of distal phalanges				http://rarediseases.info.nih.gov/gard/961/Brachydactyly-absence-of-distal-phalanges/resources/1
962			Brachydactyly anonychia				http://rarediseases.info.nih.gov/gard/962/Brachydactyly-anonychia/resources/1
963			Brachydactyly type A3	BDA3;Brachydactyly-clinodactyly;Brachymesophalangy 5	112700		http://rarediseases.info.nih.gov/gard/963/Brachydactyly-type-A3/resources/1
965			Brachydactyly dwarfism mental retardation				http://rarediseases.info.nih.gov/gard/965/Brachydactyly-dwarfism-mental-retardation/resources/1
966			Brachydactyly elbow wrist dysplasia				http://rarediseases.info.nih.gov/gard/966/Brachydactyly-elbow-wrist-dysplasia/resources/1
967			Brachydactyly with hypertension	Bilginturan syndrome;Brachydactyly type E with short stature and hypertension;HTNB	112410		http://rarediseases.info.nih.gov/gard/967/Brachydactyly-with-hypertension/resources/1
968			Brachydactyly long thumb type	"Brachydactyly - long thumb;Brachydactyly, long thumb type;Long-thumb brachydactyly syndrome"	112430	2946	http://rarediseases.info.nih.gov/gard/968/Brachydactyly-long-thumb-type/resources/1
969			Brachydactyly mesomelia mental retardation heart defects				http://rarediseases.info.nih.gov/gard/969/Brachydactyly-mesomelia-mental-retardation-heart-defects/resources/1
971			Biemond syndrome	"Brachydactyly - nystagmus - cerebellar ataxia;Brachydactyly, nystagmus and cerebellar ataxia"	113400	1246	http://rarediseases.info.nih.gov/gard/971/Biemond-syndrome/resources/1
972			Brachydactyly preaxial with hallux varus and thumb abduction	Dominant preaxial brachydactyly with hallux varus and thumb abduction	112450		http://rarediseases.info.nih.gov/gard/972/Brachydactyly-preaxial-with-hallux-varus-and-thumb-abduction/resources/1
974			Brachydactyly small stature face anomalies				http://rarediseases.info.nih.gov/gard/974/Brachydactyly-small-stature-face-anomalies/resources/1
977			Brachydactyly tibial hypoplasia			1280	http://rarediseases.info.nih.gov/gard/977/Brachydactyly-tibial-hypoplasia/resources/1
978			Brachydactyly type A1	"BDA1;Brachydactyly Farabee type;Brachydactyly, Farabee type"	112500	93388	http://rarediseases.info.nih.gov/gard/978/Brachydactyly-type-A1/resources/1
979			Brachydactyly type A2	"BDA2;Brachydactyly, Mohr-Wriedt type;Brachymesophalangy 2;Mohr-Wriedt type brachydactyly"	112600	93396	http://rarediseases.info.nih.gov/gard/979/Brachydactyly-type-A2/resources/1
982			Brachydactyly type A5	Absent middle phalanges of digits 2-5 with nail dysplasia;Brachydactyly type A5 nail dysplasia;Brachydactyly with absence of middle phalanges and hypoplastic nails	112900	93389	http://rarediseases.info.nih.gov/gard/982/Brachydactyly-type-A5/resources/1
983			Brachydactyly type A6	BDA6;Brachymesophalangy with mesomelic short limbs and carpal and tarsal osseous abnormalities;Osebold-Remondini syndrome	112910	93382	http://rarediseases.info.nih.gov/gard/983/Brachydactyly-type-A6/resources/1
984			Brachydactyly type A7	"Brachydactyly Smorgasbord type;Brachydactyly, Smorgasbord type"		93397	http://rarediseases.info.nih.gov/gard/984/Brachydactyly-type-A7/resources/1
985			Brachydactyly type B		113000	93383	http://rarediseases.info.nih.gov/gard/985/Brachydactyly-type-B/resources/1
986			Brachydactyly type C	BDC;Brachydactyly Haws type	113100	93384	http://rarediseases.info.nih.gov/gard/986/Brachydactyly-type-C/resources/1
987			Brachydactyly type E	Type E brachydactyly	113300	93387	http://rarediseases.info.nih.gov/gard/987/Brachydactyly-type-E/resources/1
988			Brachymesomelia renal syndrome	"Severe upper limb brachymesomelia, glomerulocystic renal dysplasia, cranial and facial abnormalities, corneal opacities"	113470		http://rarediseases.info.nih.gov/gard/988/Brachymesomelia-renal-syndrome/resources/1
989			Brachymesophalangy type 2				http://rarediseases.info.nih.gov/gard/989/Brachymesophalangy-type-2/resources/1
